table_id,编  码,品目名称,说  明,品目类别
table_1,A07010359,不定形耐火制品,包括浇注料、喷补料、可塑料等。,货物
table_1,A07010360,耐火陶瓷制品,包括耐火陶瓷管、耐火陶瓷坩埚、硅质耐火陶瓷制品等。,货物
table_1,A07010361,石墨制品,包括石墨电极、石墨阳极等。,货物
table_1,A07010362,碳制品,包括炭块、炭电极、炭糊等。,货物
table_1,A07010363,炭素新材料,包括特种石墨制品、热解石墨制品、碳素纤维类及制品等。,货物
table_1,A07010364,固结磨具,包括砂轮，磨头、磨盘、磨齿，手用磨石等。,货物
table_1,A07010365,天然石制磨具,包括天然石料制砂轮、天然石磨、石碾。,货物
table_1,A07010366,涂附磨具,包括纸基、布基、涂附磨具异型产品等。,货物
table_1,A07010367,超硬材料制品,包括超硬材料磨具、金刚石钻探工具等。,货物
table_1,A07010368,天然研磨料,,货物
table_1,A07010369,普通磨料,包括人造刚玉、碳化硅磨料、碳化硼（废料）等。,货物
table_1,A07010370,超硬材料,包括人造金刚石、立方氮化硼、化学气相沉积（CVD）金刚石等。,货物
table_1,A07010371,沥青混合物,包括普通沥青混合料、添加抗剥落剂沥青混合料、SBS聚合物改性沥青混合料等。,货物
table_1,A07010372,泥炭制品,包括泥炭制片、泥炭制气缸壳体、植物培植盆等。,货物
table_1,A07010399,其他非金属矿物材料,包括石墨热交换器、柔性石墨制品、电碳产品、大理石日用制品、花岗岩日用制品、石灰石日用制品等。,货物
table_1,A07010400,黑色金属冶炼及压延产品,,货物
table_1,A07010401,炼钢生铁,,货物
table_1,A07010402,铸造生铁,,货物
table_1,A07010403,含钒生铁,,货物
table_1,A07010404,炼钢用直接还原铁,,货物
table_1,A07010405,炼钢用熔融还原铁,,货物
table_1,A07010406,高炉生铁产球磨铸铁,,货物
table_1,A07010407,铸铁管,,货物
table_1,A07010408,铸铁管附件,,货物
table_1,A07010409,非合金钢粗钢,,货物
table_1,A07010410,低合金钢粗钢,,货物
table_1,A07010411,合金钢粗钢,,货物
table_1,A07010412,不锈钢粗钢,,货物
table_1,A07010413,非合金钢钢坯,,货物
table_1,A07010414,低合金钢钢坯,,货物
table_1,A07010415,合金钢钢坯,,货物
table_1,A07010416,不锈钢钢坯,,货物
table_1,A07010417,铁道用钢材,,货物
table_1,A07010418,大型型钢,,货物
table_1,A07010419,中小型型钢,,货物
table_1,A07010420,钢棒,,货物
table_1,A07010421,钢筋,,货物
table_1,A07010422,线材（盘条）,,货物
table_1,A07010423,特厚板,,货物
table_1,A07010424,厚钢板,,货物
table_1,A07010425,中板,,货物
table_1,A07010426,热轧薄板,,货物
table_1,A07010427,冷轧薄板,,货物
table_1,A07010428,中厚宽钢带,,货物
table_1,A07010429,热轧薄宽钢带,,货物
table_1,A07010430,冷轧薄宽钢带,,货物
table_1,A07010431,热轧窄钢带,,货物
table_1,A07010432,冷轧窄钢带,,货物
table_1,A07010433,镀层板带,,货物
table_1,A07010434,涂层板带,,货物
table_1,A07010435,电工钢板带,,货物
table_1,A07010436,无缝钢管,,货物
table_1,A07010437,焊接钢管,,货物
table_1,A07010438,普通铁合金,,货物
table_1,A07010439,特种铁合金,,货物
table_1,A07010499,其他黑色金属冶炼及压延产品,,货物
table_1,A07010500,有色金属冶炼及压延产品,,货物
table_1,A07010501,铜,,货物
table_1,A07010502,铅,,货物
table_1,A07010503,锌,,货物
table_1,A07010504,镍,,货物
table_1,A07010505,锡,,货物
table_1,A07010506,锑,,货物
table_1,A07010507,铝,,货物
table_1,A07010508,镁,,货物
table_1,A07010509,钛,,货物
table_1,A07010510,汞及汞化合物,,货物
table_1,A07010511,镉、铋及常见有色金属,,货物
table_1,A07010512,贵金属,,货物
table_1,A07010513,稀有稀土金属,,货物
table_1,A07010514,碱金属及碱土金属,,货物
table_1,A07010515,常用有色金属合金,,货物
table_1,A07010516,硬质合金,,货物
table_1,A07010517,稀有稀土金属合金,,货物
table_1,A07010518,贵金属合金,,货物
table_1,A07010519,铜材,,货物
table_1,A07010520,铜盘条,,货物
table_1,A07010521,铜粉及片状粉末,,货物
table_1,A07010522,铝材,,货物
table_1,A07010523,铝盘条,,货物
table_1,A07010524,铝粉及片状粉末,,货物
table_1,A07010525,锌材,,货物
table_1,A07010526,锌末、锌粉及片状粉末,,货物
table_1,A07010527,镍材,,货物
table_1,A07010528,镍粉及片状粉末,,货物
table_1,A07010529,锡材,,货物
table_1,A07010530,锡粉及片状粉末,,货物
table_1,A07010531,镁材,,货物
table_1,A07010532,钛材,,货物
table_1,A07010533,镉材,,货物
table_1,A07010534,铋材,,货物
table_1,A07010535,金加工材,,货物
table_1,A07010536,银材,,货物
table_1,A07010537,铂加工材,,货物
table_1,A07010538,钯材,,货物
table_1,A07010539,铑加工材,,货物
table_1,A07010540,铱加工材,,货物
table_1,A07010541,锇加工材,,货物
table_1,A07010542,钌加工材,,货物
table_1,A07010543,包金金属材料,,货物
table_1,A07010544,包银金属材料,,货物
table_1,A07010545,包铂金属材料,,货物
table_1,A07010546,钨加工材,,货物
table_1,A07010547,钼加工材,,货物
table_1,A07010548,钽加工材,,货物
table_1,A07010549,锆加工材,,货物
table_1,A07010550,铌加工材,,货物
table_1,A07010551,镓加工材,,货物
table_1,A07010552,铪加工材,,货物
table_1,A07010553,铟加工材,,货物
table_1,A07010554,铼加工材,,货物
table_1,A07010555,钴加工材,,货物
table_1,A07010556,铍加工材,,货物
table_1,A07010557,铊加工材,,货物
table_1,A07010558,铢加工材,,货物
table_1,A07010559,钒加工材,,货物
table_1,A07010599,其他有色金属冶炼及压延产品,,货物
table_1,A07010600,建筑涂料,,货物
table_1,A07010601,功能性建筑涂料,,货物
table_1,A07010602,溶剂型涂料,,货物
table_1,A07010603,合成树脂乳液内墙涂料,,货物
table_1,A07010604,合成树脂乳液外墙涂料,,货物
table_1,A07010605,无机外墙涂料,,货物
table_1,A07010606,地坪涂料,,货物
table_1,A07010607,水性聚氯乙烯焦油防水涂料,,货物
table_1,A07010608,聚氯乙烯弹性体防水涂料,,货物
table_1,A07010699,其他建筑涂料,,货物
table_1,A07010700,建筑物附属结构,,货物
table_1,A07010701,门、门槛,包括电动门、木质、钢质门等。,货物
table_1,A07010702,窗,,货物
table_1,A07010703,梁、椽、屋顶支梁,,货物
table_1,A07010704,楼梯,,货物
table_1,A07010705,栏杆,,货物
table_1,A07010706,地板,,货物
table_1,A07010707,锁,包括指纹锁、智能锁等。,货物
table_1,A07010799,其他建筑物附属结构,,货物
table_1,A07019900,其他建筑建材,,货物
table_1,A07020000,医药品,,货物
table_1,A07020100,抗菌素（抗感染药）,,货物
table_1,A07020101,青霉素类,包括青霉素钠、青霉素钾、普鲁卡因青霉素等。,货物
table_1,A07020102,氨基糖苷类药,包括链霉素类、庆大霉素类、卡那霉素类等。,货物
table_1,A07020103,四环素类药,包括四环素、盐酸四环素、磷酸四环素等。,货物
table_1,A07020104,氯霉素类药,包括氯霉素、琥珀氯霉素、棕榈氯霉素等。,货物
table_1,A07020105,大环内酯类药,包括红霉素类、麦迪霉素、乙酰螺旋霉素等。,货物
table_1,A07020106,头孢霉素类,包括7氨基头孢烷酸、7氨基脱乙酰氧基头孢烷酸、头孢氨苄及其盐等。,货物
table_1,A07020107,利福平类,包括复方利福平、复合利福平、利福定等。,货物
table_1,A07020108,林可霉素类,包括盐酸林可霉素、克林霉素、盐酸克林霉素等。,货物
table_1,A07020199,其他抗菌素（抗感染药）,,货物
table_1,A07020200,消化系统用药,,货物
table_1,A07020201,季铵化合物类,包括碘化四甲铵、氢氧化四甲铵、甲酸四甲铵等。,货物
table_1,A07020202,药用内酯,包括葡糖酸内酯（D-葡糖酸δ内酯）、泛内酯、山道年等。,货物
table_1,A07020203,甘草酸盐,包括甘草酸、甘草酸钾、甘草酸二铵等。,货物
table_1,A07020204,芦荟素,,货物
table_1,A07020299,其他消化系统用药,,货物
table_1,A07020300,解热镇痛药,,货物
table_1,A07020301,阿斯匹林类,包括阿司匹林、精氨酸阿司匹林、卡巴匹林钙脲等。,货物
table_1,A07020302,水杨酸及其盐,包括水杨酸（邻羟基苯甲酸）、水杨酸钠、水杨酸铋等。,货物
table_1,A07020303,水杨酸酯,包括水杨酸甲酯、水杨酸苯酯、水杨酸乙酯等。,货物
table_1,A07020304,含有非稠合吡唑环化合物,包括安替比林、安乃近、异丙安替比林等。,货物
table_1,A07020305,环酰胺类,包括对乙酰氨基苯乙醚（非那西丁）、对乙酰氨基酚（扑热息痛）等。,货物
table_1,A07020306,磺（酰）胺,包括磺胺嘧啶、磺胺双甲基嘧啶、磺胺甲噁唑等。,货物
table_1,A07020307,麦角胺及其盐,包括麦角胺、酒石酸麦角胺等。,货物
table_1,A07020308,布洛芬,,货物
table_1,A07020399,其他解热镇痛药,,货物
table_1,A07020400,维生素类,,货物
table_1,A07020401,维生素A类原药,,货物
table_1,A07020402,维生素B类原药,包括维生素B1类原药、维生素B2类原药、维生素B6类原药等。,货物
table_1,A07020403,维生素C类原药,,货物
table_1,A07020404,维生素D或DL—泛酸类原药,,货物
table_1,A07020405,维生素E类原药,,货物
table_1,A07020406,复合维生素类药,,货物
table_1,A07020499,其他维生素类,,货物
table_1,A07020500,抗寄生虫病药,,货物
table_1,A07020501,奎宁及其盐,包括奎宁、盐酸奎宁、硫酸奎宁等。,货物
table_1,A07020502,氯喹类,包括氯喹、磷酸氯喹、羟氯喹等。,货物
table_1,A07020503,哌嗪类,包括哌嗪（二亚乙基二胺）、磷酸哌嗪、枸橼酸哌嗪等。,货物
table_1,A07020504,噻嘧啶类,包括噻嘧啶、双羟萘酸噻嘧啶、甲噻嘧啶等。,货物
table_1,A07020505,金鸡纳生物碱,包括辛可宁、辛可尼丁、单宁酸奎宁等。,货物
table_1,A07020599,其他抗寄生虫病药,,货物
table_1,A07020600,中枢神经系统用药,,货物
table_1,A07020601,巴比妥类,包括阿洛巴比妥、异戊巴比妥、苯巴比妥（INN）等。,货物
table_1,A07020602,无环酰胺类,包括甲丙氨酯（INN）、N，N－二甲基甲酰胺、乙酰胺等。,货物
table_1,A07020603,咖啡因类,包括咖啡因、枸橼酸咖啡因、安钠咖啡因等。,货物
table_1,A07020699,其他中枢神经系统用药,,货物
table_1,A07020700,计划生育用药,,货物
table_1,A07020800,激素类药,,货物
table_1,A07020801,垂体激素类药,包括垂体（前叶）或类似激素、垂体后叶素、脑垂体后叶等。,货物
table_1,A07020802,肾上腺皮质激素类药,包括可的松、氢化可的松、脱氢可的松等。,货物
table_1,A07020803,生长激素类似物,包括生长激素、重组人生长激素、生长抑素等。,货物
table_1,A07020804,葡糖醛酸内酯,,货物
table_1,A07020805,胰腺激素,包括胰岛素、锌胰岛素、精蛋白锌胰岛素等。,货物
table_1,A07020806,雌（甾）激素及孕激素,包括雌二醇、聚磷酸雌二醇、半琥珀雌二醇等。,货物
table_1,A07020899,其他激素类药,,货物
table_1,A07020900,抗肿瘤药,,货物
table_1,A07020901,莫司汀类,包括洛莫司汀、卡莫司汀、司莫司汀等。,货物
table_1,A07020902,蝶呤、嘌呤类,包括甲氨蝶呤、氨苯喋呤、氨喋呤等。,货物
table_1,A07020903,天然来源类抗肿瘤药,包括长春碱、硫酸长春碱、长春新碱等。,货物
table_1,A07020999,其他抗肿瘤药,,货物
table_1,A07021000,心血管系统用药,,货物
table_1,A07021001,苷类,包括毛地黄苷、毒毛旋花苷、洋地黄等。,货物
table_1,A07021002,麦角生物碱及其衍生物以及盐,包括麦角新碱（麦角袂春）及其盐、麦角胺及其盐、麦角酸及其盐等。,货物
table_1,A07021003,地高辛类,包括地高辛、甲地高辛、α-乙酰地高辛等。,货物
table_1,A07021004,奎尼丁类,包括奎尼丁、硫酸奎尼丁、葡萄糖酸奎尼丁等。,货物
table_1,A07021005,洛尔类,包括普萘洛尔、盐酸普萘洛尔、阿替洛尔等。,货物
table_1,A07021099,其他心血管系统用药,,货物
table_1,A07021100,呼吸系统用药,,货物
table_1,A07021101,愈创木酚类,包括愈创木酚、愈创木酚碳酸酯、愈创甘油醚等。,货物
table_1,A07021102,甲酚磺酸类,包括甲酚磺酸、甲酚磺酸钠、甲酚磺酸钙等。,货物
table_1,A07021103,卡拉美芬类,包括卡拉美芬、盐酸卡拉美芬、乙二磺酸卡拉美芬等。,货物
table_1,A07021104,麻黄碱类,包括麻黄碱、盐酸麻黄碱、甲麻黄碱等。,货物
table_1,A07021105,茶碱和氨茶碱类,包括氨茶碱、茶碱、无水茶碱等。,货物
table_1,A07021106,天然苷类,包括芸香苷及其衍生物、皂草苷、扁桃苷等。,货物
table_1,A07021199,其他呼吸系统用药,,货物
table_1,A07021200,泌尿系统用药,,货物
table_1,A07021201,噻嗪类,包括氯噻嗪、氢氯噻嗪、环戊噻嗪等。,货物
table_1,A07021202,可可碱类,包括可可碱、水杨酸钠可可碱等。,货物
table_1,A07021203,天然或合成苷,包括浆果苷及其他天然或合成苷等。,货物
table_1,A07021204,汞撒利类,包括汞撒利、汞撒利茶碱、汞撒利酸等。,货物
table_1,A07021299,其他泌尿系统用药,,货物
table_1,A07021300,血液系统用药,,货物
table_1,A07021301,肝素类,包括肝素、肝素钠、肝素钙等。,货物
table_1,A07021302,香豆素类,包括双香豆素、双香豆乙酯、乙双香豆素等。,货物
table_1,A07021303,羟基淀粉类,包括羟乙基淀粉、羟甲基淀粉钠、羧甲淀粉等。,货物
table_1,A07021399,其他血液系统用药,,货物
table_1,A07021400,诊断用原药,,货物
table_1,A07021401,泛影酸类,包括甲泛影酸、甲泛影钠、泛影酸等。,货物
table_1,A07021402,葡胺类,包括葡甲胺、泛影葡胺、复方泛影葡胺等。,货物
table_1,A07021403,碘他拉酸类,包括碘他拉酸、碘他拉酸钠等。,货物
table_1,A07021499,其他诊断用原药,,货物
table_1,A07021500,调解水、电解质、酸碱平衡药,,货物
table_1,A07021501,葡萄糖类药,包括无水葡萄糖、液状葡萄糖、缩合葡萄糖等。,货物
table_1,A07021502,糖醚、糖酯及其盐,包括羟丙基蔗糖、二磷酸果糖、果糖二磷酸钠等。,货物
table_1,A07021503,化学纯乳糖,包括无水乳糖、乳果糖等。,货物
table_1,A07021504,电解质平衡调节药,包括药用氯化钠、药用氯化钾、药用氯化钙等。,货物
table_1,A07021505,酸碱平衡调节药,,货物
table_1,A07021506,透析液,,货物
table_1,A07021599,其他调解水、电解质、酸碱平衡药,,货物
table_1,A07021600,麻醉用药,,货物
table_1,A07021601,胆碱、胆碱盐及衍生物,包括己氨胆碱、溴己氨胆碱、琥珀胆碱等。,货物
table_1,A07021602,鸦片碱、鸦片碱衍生物及相关盐,包括罂粟果提取物、丁丙诺啡等。,货物
table_1,A07021603,可卡因及其盐,包括普鲁卡因、盐酸普鲁卡因、氯普鲁卡因等。,货物
table_1,A07021699,其他麻醉用药,,货物
table_1,A07021700,抗组织胺类药及解毒药,,货物
table_1,A07021701,抗组织胺类药,包括苯海拉明类、斯汀类药、拉敏类药等。,货物
table_1,A07021702,解毒药,包括巯类药、依地酸类药等。,货物
table_1,A07021703,放射性同位素药,包括喷替酸镱、高锝酸钠、锝依替菲宁等。,货物
table_1,A07021799,其他抗组织胺类药及解毒药,,货物
table_1,A07021800,生化药(酶及辅酶),,货物
table_1,A07021801,卵磷脂、相关磷氨基类脂,包括磷脂、卵磷脂、大豆磷脂等。,货物
table_1,A07021802,氨基酸及蛋白质类药（原药）,包括赖氨酸、盐酸赖氨酸、醋酸赖氨酸等。,货物
table_1,A07021899,其他生化药(酶及辅酶),,货物
table_1,A07021900,消毒防腐及创伤外科用药,,货物
table_1,A07021901,吖啶类药,包括依沙吖啶、乳酸依沙吖啶、氨吖啶等。,货物
table_1,A07021902,氯己定类药,包括氯己定、盐酸氯己定、枸橼酸氯己定等。,货物
table_1,A07021903,汞类药,包括药用汞、药用氯化汞、药用氯化亚汞等。,货物
table_1,A07021904,败坏翘摇素,,货物
table_1,A07021905,丙酰基内酯,,货物
table_1,A07021999,其他消毒防腐及创伤外科用药,,货物
table_1,A07022000,制剂用辅料及附加剂,,货物
table_1,A07022001,专用于人或兽药凝胶制品,,货物
table_1,A07022002,专用于人或兽药润滑剂,,货物
table_1,A07022003,专用于人或兽药偶合剂,,货物
table_1,A07022099,其他制剂用辅料及附加剂,,货物
table_1,A07022100,冻干粉针剂,,货物
table_1,A07022101,注射用胸腺素,,货物
table_1,A07022102,注射用重组人粒细胞巨噬细胞集落刺激因子,,货物
table_1,A07022103,注射用重组人白介素-2（冻干粉针剂）,,货物
table_1,A07022104,注射用重组人干扰素,,货物
table_1,A07022105,注射用核糖核酸,,货物
table_1,A07022106,低精蛋白胰岛素注射液,,货物
table_1,A07022107,注射用人血白蛋白,,货物
table_1,A07022108,注射用重组人生长激素,,货物
table_1,A07022199,其他冻干粉针剂,,货物
table_1,A07022200,粉针剂,,货物
table_1,A07022201,含有青霉素及其衍生物粉针剂,包括注射用青霉素钠、注射用青霉素钾、注射用氨苄西林钠等。,货物
table_1,A07022202,含有链霉素及其衍生物粉针剂,包括注射用链霉素等。,货物
table_1,A07022203,头孢类粉针剂,包括注射用头孢唑林钠、注射用头孢拉定、注射用头孢他啶等。,货物
table_1,A07022204,含有相关抗菌素生物粉针剂,包括注射用克拉霉素、注射用阿昔洛韦等。,货物
table_1,A07022205,含有皮质甾类激素及其衍生物粉针剂,包括注射用甲基强的松龙琥珀酸钠等。,货物
table_1,A07022299,其他粉针剂,包括注射用二磷酸果糖等。,货物
table_1,A07022300,注射液,,货物
table_1,A07022301,含有相关抗菌素注射液,包括阿米卡星注射液、庆大霉素注射液、小诺霉素注射液等。,货物
table_1,A07022302,含有维生素原和维生素注射液,包括维生素B1注射液、维生素B6注射液、维生素B12注射液等。,货物
table_1,A07022303,含有皮质甾类激素及其衍生物注射液,包括倍氯米松注射液、氢化可的松注射液、地塞米松注射液等。,货物
table_1,A07022304,含有奎宁或其盐注射液,包括复方奎宁注射液、奎宁乌拉坦注射液等。,货物
table_1,A07022305,含有生物碱及其衍生物注射液,包括氨茶碱注射液等。,货物
table_1,A07022306,含有胰岛素注射液,包括胰岛素注射液、重组人胰岛素注射液等。,货物
table_1,A07022307,避孕药注射液,包括单方庚酸炔诺酮注射液、复方庚酸炔诺酮二号注射液、微囊复方甲地孕酮避孕注射液等。,货物
table_1,A07022399,其他注射液,包括曲克芦丁注射液、昂丹司琼注射液、西咪替丁注射液等。,货物
table_1,A07022400,输液,,货物
table_1,A07022401,含有抗菌素输液,包括诺氟沙星输液、氧氟沙星输液、左氧氟沙星输液等。,货物
table_1,A07022499,其他输液,包括甲硝唑输液、替硝唑输液、甘露醇输液等。,货物
table_1,A07022500,片剂,,货物
table_1,A07022501,含有青霉素及其衍生物片剂,包括青霉素V钾片、阿莫西林-克拉维酸钾片等。,货物
table_1,A07022502,含有链霉素及其衍生物片剂,,货物
table_1,A07022503,含有先锋霉素片剂,包括头孢克洛片、头孢呋辛酯片等。,货物
table_1,A07022504,含有抗菌素片剂,包括红霉素片、琥乙红霉素片、罗红霉素片等。,货物
table_1,A07022505,含有奎宁或其盐的片剂,包括无味奎宁片、重硫酸奎宁片等。,货物
table_1,A07022506,含有磺胺类片剂,包括复方磺胺甲噁唑片、增效联磺片等。,货物
table_1,A07022507,含有联苯双酯片剂,包括联苯双酯滴丸、联苯双酯片、复方联苯双酯片等。,货物
table_1,A07022508,含有维生素及其衍生物片剂,包括维生素B1片、维生素B2片、维生素B6片等。,货物
table_1,A07022509,含有皮质甾类激素及其衍生物片剂,包括地塞米松片、泼尼松片等。,货物
table_1,A07022510,含有生物碱及其衍生物的片剂,包括氨茶碱片、复方茶碱片等。,货物
table_1,A07022511,避孕药片剂,包括醋炔诺酮片、复方醋酸炔诺酮片、炔诺孕酮速效避孕片等。,货物
table_1,A07022599,其他片剂,包括利巴韦林片、阿昔洛韦片、阿司匹林片等。,货物
table_1,A07022600,胶囊剂,,货物
table_1,A07022601,含有青霉素及其衍生物胶囊,包括阿莫西林胶囊、托西酸舒他西林胶囊等。,货物
table_1,A07022602,含有链霉素及其衍生物胶囊,,货物
table_1,A07022603,含有先锋霉素胶囊,包括头孢拉定胶囊、头孢氨苄胶囊、头孢羟氨苄胶囊等。,货物
table_1,A07022604,含有相关抗菌素胶囊,包括米诺环素胶囊、克林霉素胶囊、林可霉素胶囊等。,货物
table_1,A07022605,含有维生素及其衍生物胶囊,包括维生素AD胶囊、维生素E胶囊等。,货物
table_1,A07022699,其他胶囊剂,包括速效伤风胶囊、吲哚美辛胶囊、吉非贝齐胶囊等。,货物
table_1,A07022700,颗粒剂,,货物
table_1,A07022701,含有青霉素及其衍生物颗粒剂,包括阿莫西林颗粒、托西酸舒他西林颗粒等。,货物
table_1,A07022702,含有链霉素及其衍生物颗粒剂,,货物
table_1,A07022703,含有先锋霉素颗粒剂,包括头孢拉定颗粒、头孢羟氨苄颗粒等。,货物
table_1,A07022704,含有相关抗菌素颗粒剂,包括罗红霉素颗粒剂、克拉霉素颗粒等。,货物
table_1,A07022799,其他颗粒剂,包括枸橼酸铋钾颗粒剂等。,货物
table_1,A07022800,缓释控释片,,货物
table_1,A07022801,含有抗菌素缓释控释片,包括含有青霉素及其衍生物缓释控释片、含有链霉素及其衍生物缓释控释片、含有先锋霉素缓释控释片等。,货物
table_1,A07022802,含有奎宁或其盐的缓释控释片,,货物
table_1,A07022803,含有磺胺类缓释控释片,,货物
table_1,A07022804,含有联苯双酯缓释控释片,,货物
table_1,A07022805,含有维生素及其衍生物缓释控释片,,货物
table_1,A07022806,含有皮质甾类激素及其衍生物缓释控释片,,货物
table_1,A07022807,含有生物碱及其衍生物缓释控释片,,货物
table_1,A07022899,其他缓释控释片,,货物
table_1,A07022900,滴剂,,货物
table_1,A07023000,膏霜剂,,货物
table_1,A07023100,栓剂,,货物
table_1,A07023200,气雾剂,,货物
table_1,A07023300,口服液体制剂,,货物
table_1,A07023400,外用液体制剂,,货物
table_1,A07023500,避孕药物用具,,货物
table_1,A07023501,避孕环,,货物
table_1,A07023502,避孕胶棒、膜,,货物
table_1,A07023599,其他避孕药物用具,,货物
table_1,A07023600,植物类饮片,,货物
table_1,A07023601,根及根茎类饮片,包括巴戟天类饮片、白芍类饮片、柴胡类饮片等。,货物
table_1,A07023602,块、根、茎类饮片,包括百部类饮片、草乌类饮片、何首乌类饮片等。,货物
table_1,A07023603,藤、茎类饮片,包括络实（石）藤段、青枫藤片、落实藤等。,货物
table_1,A07023604,木、心材类饮片,包括檀香类饮片等。,货物
table_1,A07023605,树皮类饮片,包括地枫皮类饮片、合欢皮类饮片、苦楝皮类饮片等。,货物
table_1,A07023606,叶片类饮片,包括艾叶类饮片、大青叶类饮片、侧柏叶类饮片等。,货物
table_1,A07023607,花、蕊类饮片,包括谷精草类饮片、松花粉类饮片、莲房类饮片等。,货物
table_1,A07023608,果实、种子类饮片,包括马兜铃类饮片、草果仁类饮片、山楂类饮片等。,货物
table_1,A07023609,草类饮片,包括半边莲（药用）、皮草节类饮片、皮草面类饮片等。,货物
table_1,A07023610,藻、菌、地衣类饮片,包括冬虫夏草类饮片、茯苓类饮片、灵芝类饮片等。,货物
table_1,A07023611,植物加工类饮片,包括芦荟块类饮片、淡豆豉类饮片、山芋肉类饮片等。,货物
table_1,A07023699,其他植物类饮片,,货物
table_1,A07023700,动物类饮片,,货物
table_1,A07023701,动物全体类饮片,包括斑瞀虫类饮片、红娘虫类饮片、干蟾类饮片等。,货物
table_1,A07023702,去内脏动物类饮片,包括地龙类饮片、蛤蚧类饮片、乌蛇类饮片等。,货物
table_1,A07023703,动物皮、角类饮片,包括蝉蜕类饮片、蛇蜕类饮片、刺猬皮类饮片等。,货物
table_1,A07023704,动物鳞片、贝壳类饮片,包括鳖甲类饮片、玳瑁类饮片、生蛤壳类饮片等。,货物
table_1,A07023705,动物骨骼、脏器类饮片,包括海螵蛸类饮片、猴骨类饮片、鹿骨类饮片等。,货物
table_1,A07023706,动物产物、加工类饮片,包括蚕砂类饮片、人工牛黄类饮片、桑螵蛸类饮片等。,货物
table_1,A07023799,其他动物类饮片,,货物
table_1,A07023800,矿物类饮片,,货物
table_1,A07023801,白矾类饮片,,货物
table_1,A07023802,大青盐类饮片,,货物
table_1,A07023803,磁石类饮片,,货物
table_1,A07023804,胆矾类饮片,,货物
table_1,A07023805,赤石脂类饮片,,货物
table_1,A07023806,鹅管石类饮片,,货物
table_1,A07023807,红粉类饮片,,货物
table_1,A07023808,花蕊石类饮片,,货物
table_1,A07023809,海浮石类饮片,,货物
table_1,A07023810,金礞石类饮片,,货物
table_1,A07023811,硫磺类饮片,,货物
table_1,A07023812,密陀僧类饮片,,货物
table_1,A07023813,寒水石类饮片,,货物
table_1,A07023814,紫硇砂类饮片,,货物
table_1,A07023815,硼砂类饮片,,货物
table_1,A07023816,青礞石类饮片,,货物
table_1,A07023817,轻粉类饮片,,货物
table_1,A07023818,石膏类饮片,,货物
table_1,A07023819,龙齿类饮片,,货物
table_1,A07023820,龙骨类饮片,,货物
table_1,A07023821,炉甘石类饮片,,货物
table_1,A07023822,雄黄类饮片,,货物
table_1,A07023823,赭石类饮片,,货物
table_1,A07023824,钟乳石类饮片,,货物
table_1,A07023825,紫石英类饮片,,货物
table_1,A07023826,自然铜类饮片,,货物
table_1,A07023827,云母石类饮片,,货物
table_1,A07023828,禹粮石类饮片,,货物
table_1,A07023899,其他矿物类饮片,,货物
table_1,A07023900,中成药丸剂,,货物
table_1,A07023901,解表丸丸剂,,货物
table_1,A07023902,泻下丸剂,,货物
table_1,A07023903,和解丸剂,,货物
table_1,A07023904,温里丸剂,,货物
table_1,A07023905,清热丸剂,,货物
table_1,A07023906,祛暑丸剂,,货物
table_1,A07023907,补益丸剂,,货物
table_1,A07023908,固涩丸剂,,货物
table_1,A07023909,安神丸剂,,货物
table_1,A07023910,开窍丸剂,,货物
table_1,A07023911,理气丸剂,,货物
table_1,A07023912,理血丸剂,,货物
table_1,A07023913,止血丸剂,,货物
table_1,A07023914,治风丸剂,,货物
table_1,A07023915,祛湿丸剂,,货物
table_1,A07023916,祛风湿丸剂,,货物
table_1,A07023917,祛痰丸剂,,货物
table_1,A07023918,止咳平喘丸剂,,货物
table_1,A07023919,消食丸剂,,货物
table_1,A07023920,治泻、痢丸剂,,货物
table_1,A07023921,小儿镇惊丸剂,,货物
table_1,A07023922,调经、止带丸剂,,货物
table_1,A07023923,治产后病丸剂,,货物
table_1,A07023924,安胎丸剂,,货物
table_1,A07023925,利咽丸剂,,货物
table_1,A07023926,明目丸剂,,货物
table_1,A07023927,通鼻丸剂,,货物
table_1,A07023928,治耳丸剂,,货物
table_1,A07023929,驱虫、杀虫、止痒丸剂,,货物
table_1,A07023930,治痔丸剂,,货物
table_1,A07023931,治疮疡丸剂,,货物
table_1,A07023932,止酸解痉治胃痛丸剂,,货物
table_1,A07023933,抗痨丸剂,,货物
table_1,A07023934,抗癌丸剂,,货物
table_1,A07023999,其他中成药丸剂,,货物
table_1,A07024000,中成药冲剂,,货物
table_1,A07024001,解表冲剂,,货物
table_1,A07024002,泻下冲剂,,货物
table_1,A07024003,和解冲剂,,货物
table_1,A07024004,温里冲剂,,货物
table_1,A07024005,清热冲剂,,货物
table_1,A07024006,祛暑冲剂,,货物
table_1,A07024007,补益冲剂,,货物
table_1,A07024008,固涩冲剂,,货物
table_1,A07024009,安神冲剂,,货物
table_1,A07024010,开窍冲剂,,货物
table_1,A07024011,理气冲剂,,货物
table_1,A07024012,理血冲剂,,货物
table_1,A07024013,止血冲剂,,货物
table_1,A07024014,治风冲剂,,货物
table_1,A07024015,祛湿冲剂,,货物
table_1,A07024016,祛风湿冲剂,,货物
table_1,A07024017,祛痰冲剂,,货物
table_1,A07024018,止咳平喘冲剂,,货物
table_1,A07024019,消食冲剂,,货物
